text,label
"وزیر محترم ارتباطات،جناب آقای جهرمی،آگاهم این حرفام در حیطه اختیارات شما نیست ولی ممنون میشم به عنوان یک ویزر مردمی حرفم رو به بقیه برسونید،حتما از کلاس های مجازی زیاد اخیرا آگاه هستید،به نظرم اصلا منطقی نیست،من دوستای زیادی دارم که حتی گوشی هم ندارن ،داشته باشنم قابلیت وصل شدن به نت رو ندارن،داشته باشنم باز گوشی های معمولی که هنگ میکنه  و زود باطری تموم میشه،من خودم چهارتا ویدیو دیدم باطریم ضعیف شده خدا به دادشون برسه،پول نت هم که دیگه بماند.
کامپیوتر هم که فکر نمیکنم هرکس هرکس داشته باشه،کافی نت هم به خاطر کرونا نمیشه رفت.بشه رفتم که باز هزینش از گوشی و خونه خیلی بیشتره.
استرس و ناراحتی این که خودمون مریض نشیم،خودمونو تمیز نگه داریم،دور و بریامون مریض نشن هم یه طرف،مگه چند درصد از مردم امکانات و رفاه خوب دارن؟من به عنوان یه دانشجو کم آوردم و به نشانه اعتراضم این ترم رو حذف خواهم کرد",0
"سلام حاجی
شما نه کامنت های منو جواب میدید نه دایرکت
حاجی واقعا دزدتر از شرکت رایتل ندیدم وشما هم هیچ اقدامی نسبت به اقدامات شرکت رایتل ندارید
1_سرعت دانلود و آپلود پایین پینگ بالا که چند ماهه بهتر نشده هیچ بلکه بدتر هم شده حتی با ثبت شکایت تو سایت نت سنج پلاس 
2_گرون کردن بسته های اینترنت برای کسب سود بیشتر دراین زمان که بیشتر مردم از اینترنت استفاده می کنند
(بسته 30 روزه 24+48که قیمتش 53000تومان بود الان تغییر دادن به بسته 25گیگ 53000تومان) آدم یاد اینایی میفته که ماسک با پنهان کردن تا قیمتش بره بالا که سود ببرن، البته من که فکر نمی‌کنم شما این موضوع رو پیگیری کنید",0
ااايييوووللللل گلللللللل #تاج #استقلال #سرور #لنگ #آسيا #قهرمان,2
صبح است ساقیا،واقعا سحرخیز باش تا کامروا باشی (به تخت خواب نگاه میکند و اشکی از گوشه ی چشمش سر میخورد ),2
آقا میگم زیاد به #فیروزآبادی گیر ندین #ویلا رو تحویل بده....بعدش مجبور میشه بیاد #تهران ...اونوقت مسبب #قحطی میشین...یهو دیدی خودمونم میخوره.... #فیروزآبادی #ویلا #غصب #دزد,0
100 گیگ مخابرات رو تا 13 فروردین تمدید کنید,1
جناب #وزیر سلام؛؛؛؛؛استاد انقدر حواستونو دادین به سرعت #اینترنت خانگی؛از اینور اوپراتورهای #تلفن همراه معلوم نیست چه جوری دارن سه لا پهنا تو پاچه ملت دارن میکنن:::متاسفانه چندین بار کامنت کردم که خودتون #پیگیری کنید ولی متاسفانه تمام فکرتونو گذاشتین برای #اینترنت خانگی😑😑😑بسته های یکماهه میگیریم ۱۵ گیگ ولی به دوهفته نمیکشه که زود تموم میشه،،،جناب آقای #آذری جهرمی #وزیر محترم ارتباطات #خواهش میکنم ازتون رسیدگی کنید که مشکل از کجا میتونه باشه:::---ممنون و# سپاسگذارم از شما #وزیر جوان,0
پس نگو اینترنت رایگان فقط ماله اینترنت خانگیه ک نرین بیرون و کرونا نگیرین اگ فکر مردم بودی تا تموم شدن کرونا تمدید میشد نه فقط سه هفته دیگ الان برن بیرون طوری نیست ؟؟؟,0
"خبرهای کشنده پی در پی  برای خامنه ای ضحاک 
سرداران سپاه تروریستی پاسداران ولایت ضحاک بدلیل ابتلا به #ویروس_کرونا یک به یک به درک واصل می شوند 
1-‏پاسدار تروریست محمد حاج‌ ابوالقاسمی، مسئول بسیج مداحان سپاه #تهران 
2-رمضان پورقاسم، فرمانده سابق حفاظت اطلاعات نیروی زمینی سپاه در زمان مرگ مسئول ستاد اقامه نماز جمعه شهر #ساری 
3- سرهنگ رضا خازنی‌راد  از کارکنان معاونت آموزش «جامعه‌الزهرا» در #قم 
4- آخوند حبیبی تولیت مدرسه علمیه مجتهدی و عضو شورای عالی حوزه های علمیه تهران
همگی به دلیل ابتلا به #ویروس_کرونا  به قصاب کودک کش سلیمانی  در جهنم پیوستند.
پ ن : شما که همه عمر برای مردم ایران گور کندید دیدید که عاقبت چگونه خود در گور شدین؟
👊🔥سقوط دیکتاتور در راه است.
#براندازم
#کروناویروس
#WHO #COVID19
@Freedomessenger",0
شادم برای دروازه‌بانِ #یوونتوس . این آخرین بار بود كه دونارومای جوان چالش رویارویی با #بوفون را تجربه کرد. شاید این بار استثنائاً طعم تلخ شكست در فینال و تماشای رژه واپسینِ سوپر جی‌جی با جام قهرمانی در المپیكوی رم باعث ناراحتی‌ عمیقش نشود؛ چراكه شاهدِ رقص آخر اسطوره‌اش بود.,2
با اجازه ادمین محترم لطفا از چیپس میوه های ارگانیک ما دیدن کنید😍,1
چشممون به پنل مخابرات خشک شد @azarijahromi 😐,0
سلام آقا جواد خدمت دوستانتون در هیئت دولت بفرمایید من و امثال من که اکثر مردم ایران رو تشکیل میدیم  داریم زیر بار فشار اقتصادی له میشیم، نه گاهی بلکه هر روز خجالت زن و بچه میکشیم به خدا شاید باور نکنی ولی صاحب خونم که یک روحانی ساکن امریکاست به خاطر اینکه ماه قبل نتونستم کرایه را بدم جوابم کرده ویه ماه مهلت داده بلند بشم اینا واقعیته چشمهاتونو باز کنید ما بیرون نمیریم باشه کم میخوریم باشه ولی جواب صاحب خانه زبون نفهم را چی بدیم....,0
من خانه‌ای هستم که هراسیده است از پشت دیوارهایش خانه‌ای که دیوارهایم یک شب باران، از دور و برم رفتند مجیب مهرداد #Daripoetry,0
این عادلانست ک معلما اینترنت رایگان بگیرن و ما دانش آموزا برای کلاس های مجازی باید اینترنت بخریم؟..... هر کلاس یک گیگ اینترنت میبره !!!!!!! بعدش خودمون باید پول این همه کلاس رو بدیم,0
با کمال احترام‌ آقای جهرمی بهتر نیست این روزها که همه توی خونه هستن و مصرف اینترنت و درامد حاصل از اون چندین و چندبرابر شده...لااقل برای کمک‌ب مردم نرخ یکی از گرونترین اینترنت های خط جهان رو کاهش بدید...بهتر نیست بجای شعار دادن در مورد بفکر مردم بودن کمی هم عمل کنید...ممنون بابت خوندن این پیام...و البته انتظاری ندارم از شما که عملی بشه در واقع عادت کردیم به انتظار نداشتن از مسئولین,0
سلام جناب جهرمی یک سوال سرعت اینترنت را چهار برابر کم میکنید یا زیاد؟چون مشکل ما تابحال باز نشدن ویدیو بود حالا عکس هم باز نمیشه ‌آپلود هم که کلا تعطیله 🤔🤔,0
